model,scenario,version,region,unit,variable,type,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
IIASA-WiC POP 2025,SSP1,1,Timor-Leste,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.393823,1.484918,1.563855,1.62728,1.678391,1.71688,1.740413,1.747225,1.741186,1.724909,1.699017,1.663906,1.618353,1.563245,1.501196,1.435646
IIASA-WiC POP 2025,SSP1,1,Tonga,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.107989,0.109602,0.110253,0.110132,0.109387,0.107967,0.105709,0.102607,0.099509,0.096651,0.094147,0.091943,0.089991,0.08818,0.086478,0.084838
IIASA-WiC POP 2025,SSP1,1,Trinidad and Tobago,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.527884,1.528289,1.518921,1.501134,1.478392,1.449513,1.414933,1.374839,1.331573,1.285699,1.237623,1.187707,1.137893,1.090046,1.04465,1.001093
IIASA-WiC POP 2025,SSP1,1,Tunisia,million,Population,ANNUAL,,,,,,,,,,,,,,,,12.623486,12.996245,13.228435,13.364201,13.456924,13.498494,13.463212,13.338375,13.137281,12.877323,12.578646,12.254576,11.913043,11.560559,11.203793,10.842353
IIASA-WiC POP 2025,SSP1,1,Turkey,million,Population,ANNUAL,,,,,,,,,,,,,,,,87.089009,89.834474,91.968827,93.641472,94.890987,95.627233,95.814243,95.380308,94.449671,93.129695,91.47966,89.564354,87.436111,85.144315,82.729587,80.225161
IIASA-WiC POP 2025,SSP1,1,Taiwan,million,Population,ANNUAL,,,,,,,,,,,,,,,,23.475315,23.12064,22.62972,21.990587,21.248262,20.44859,19.558718,18.624264,17.694038,16.761718,15.821966,14.906139,14.043707,13.256219,12.546411,11.904173
IIASA-WiC POP 2025,SSP1,1,Tanzania,million,Population,ANNUAL,,,,,,,,,,,,,,,,70.254303,79.320562,87.858902,96.113015,104.41217,112.553832,119.822639,126.136914,131.579019,136.130499,139.94297,142.845968,144.748741,145.677042,145.741269,145.007281
IIASA-WiC POP 2025,SSP1,1,Uganda,million,Population,ANNUAL,,,,,,,,,,,,,,,,50.77312,57.728082,64.377409,70.735418,77.065954,83.254347,88.744568,93.514588,97.645925,101.224356,104.088604,106.203903,107.543548,108.147467,108.132232,107.555576
IIASA-WiC POP 2025,SSP1,1,Ukraine,million,Population,ANNUAL,,,,,,,,,,,,,,,,36.391202,37.057297,37.178792,36.857905,36.252371,35.523967,34.715812,33.867613,32.96874,32.028309,31.060545,30.075642,29.085085,28.110722,27.169391,26.242809
IIASA-WiC POP 2025,SSP1,1,Uruguay,million,Population,ANNUAL,,,,,,,,,,,,,,,,3.411022,3.391431,3.361985,3.321683,3.273501,3.213983,3.141776,3.057714,2.96683,2.871167,2.771334,2.667268,2.558561,2.444292,2.323325,2.193982
IIASA-WiC POP 2025,SSP1,1,United States,million,Population,ANNUAL,,,,,,,,,,,,,,,,341.969466,349.854078,357.408128,364.474551,370.993409,376.957725,381.636474,385.445913,388.592321,391.391369,393.73902,395.210785,395.296066,393.655045,390.205799,384.275727
IIASA-WiC POP 2025,SSP1,1,Uzbekistan,million,Population,ANNUAL,,,,,,,,,,,,,,,,36.057826,38.239746,40.049337,41.625794,43.098299,44.319692,45.104994,45.451831,45.48878,45.315999,44.958442,44.414295,43.705404,42.887143,42.013023,41.074864
IIASA-WiC POP 2025,SSP1,1,Saint Vincent and the Grenadines,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.101993,0.100247,0.097992,0.095398,0.092642,0.089578,0.086198,0.082628,0.079202,0.075991,0.072969,0.070124,0.067391,0.064792,0.06226,0.059799
IIASA-WiC POP 2025,SSP1,1,Venezuela,million,Population,ANNUAL,,,,,,,,,,,,,,,,29.785672,30.846383,31.707844,32.319289,32.741699,32.963736,33.013795,32.912369,32.688184,32.371018,31.977659,31.515155,30.988602,30.387478,29.683454,28.739258
IIASA-WiC POP 2025,SSP1,1,United States Virgin Islands,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.098266,0.096103,0.093902,0.091766,0.089932,0.088373,0.08689,0.085426,0.08401,0.082659,0.081388,0.080164,0.078836,0.077332,0.075415,0.072929
IIASA-WiC POP 2025,SSP1,1,Viet Nam,million,Population,ANNUAL,,,,,,,,,,,,,,,,99.80721,102.259202,103.717756,104.429562,104.67313,104.485234,103.807557,102.510628,100.645288,98.326172,95.685253,92.819276,89.769649,86.54337,83.163212,79.676922
IIASA-WiC POP 2025,SSP1,1,Vanuatu,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.343505,0.373586,0.40059,0.425153,0.448495,0.469157,0.485887,0.498642,0.508009,0.514243,0.517524,0.518532,0.517584,0.514719,0.51002,0.50302
IIASA-WiC POP 2025,SSP1,1,Samoa,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.226676,0.236132,0.242839,0.24719,0.250246,0.251551,0.250498,0.247105,0.24322,0.239099,0.235133,0.231584,0.228408,0.225418,0.222586,0.219804
IIASA-WiC POP 2025,SSP1,1,Yemen,million,Population,ANNUAL,,,,,,,,,,,,,,,,35.731379,39.133413,42.148227,44.791401,47.226586,49.341605,51.03471,52.290491,53.124553,53.509593,53.485639,53.145555,52.566545,51.770439,50.751777,49.498103
IIASA-WiC POP 2025,SSP1,1,South Africa,million,Population,ANNUAL,,,,,,,,,,,,,,,,60.833813,63.379837,65.354996,66.792067,67.866998,68.642004,68.888913,68.615512,67.912689,66.805152,65.335704,63.509963,61.404261,59.096465,56.659917,54.118256
IIASA-WiC POP 2025,SSP1,1,Zambia,million,Population,ANNUAL,,,,,,,,,,,,,,,,21.313458,23.809403,26.113255,28.275072,30.36145,32.328862,34.025126,35.429785,36.533366,37.350315,37.854338,38.072542,38.041363,37.768088,37.245196,36.486249
IIASA-WiC POP 2025,SSP1,1,Zimbabwe,million,Population,ANNUAL,,,,,,,,,,,,,,,,16.972672,18.312779,19.491287,20.505103,21.424484,22.22232,22.804321,23.142933,23.303897,23.311123,23.225227,23.064212,22.826704,22.491543,22.064297,21.550869
IIASA-WiC POP 2025,SSP1,1,Kosovo,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.774432,1.813926,1.850601,1.876316,1.887982,1.884077,1.867323,1.841813,1.812819,1.780968,1.74526,1.704548,1.657949,1.605404,1.54776,1.484927
IIASA-WiC POP 2025,SSP2,1,Aruba,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.1088,0.111126,0.113363,0.115545,0.117614,0.119487,0.121398,0.123515,0.125498,0.127347,0.128874,0.129884,0.130313,0.130157,0.129399,0.127998
IIASA-WiC POP 2025,SSP2,1,Afghanistan,million,Population,ANNUAL,,,,,,,,,,,,,,,,44.166205,50.404898,56.794686,63.205115,69.520805,75.629517,81.399661,86.730665,91.56453,95.746831,99.234569,101.88985,103.726645,104.996925,105.805577,106.148437
IIASA-WiC POP 2025,SSP2,1,Angola,million,Population,ANNUAL,,,,,,,,,,,,,,,,38.360074,44.111332,50.168419,56.45312,62.76542,69.004102,75.038615,80.853055,86.2623,91.118745,95.408171,98.972231,101.726409,103.616542,104.904692,105.651091
IIASA-WiC POP 2025,SSP2,1,Albania,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.793087,2.71576,2.616294,2.504241,2.38716,2.269995,2.155432,2.045057,1.946125,1.857219,1.775682,1.699086,1.626161,1.556382,1.49259,1.43782
IIASA-WiC POP 2025,SSP2,1,United Arab Emirates,million,Population,ANNUAL,,,,,,,,,,,,,,,,9.79243,10.288551,10.708719,11.065265,11.384253,11.67033,11.884075,11.990057,11.938381,11.732477,11.398116,10.984935,10.552759,10.147997,9.797455,9.479616
IIASA-WiC POP 2025,SSP2,1,Argentina,million,Population,ANNUAL,,,,,,,,,,,,,,,,46.045355,47.232673,48.326453,49.306325,50.123194,50.764052,51.226796,51.456523,51.491361,51.360888,51.077151,50.646624,50.080021,49.397081,48.61803,47.773228
IIASA-WiC POP 2025,SSP2,1,Armenia,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.762253,2.719485,2.666604,2.613293,2.563119,2.513745,2.46385,2.413512,2.367791,2.325895,2.286289,2.2477,2.211226,2.180512,2.15766,2.140859
IIASA-WiC POP 2025,SSP2,1,Antigua and Barbuda,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.095485,0.098168,0.1004,0.102107,0.103252,0.103921,0.104184,0.104229,0.10396,0.103388,0.102511,0.101266,0.099632,0.097637,0.095316,0.092668
IIASA-WiC POP 2025,SSP2,1,Australia,million,Population,ANNUAL,,,,,,,,,,,,,,,,26.559259,27.538454,28.449554,29.31123,30.162385,31.02957,31.839772,32.593201,33.248814,33.818297,34.299869,34.677389,34.922114,35.031327,35.032048,34.954413
IIASA-WiC POP 2025,SSP2,1,Austria,million,Population,ANNUAL,,,,,,,,,,,,,,,,9.044223,9.10496,9.150989,9.18942,9.230788,9.267935,9.284005,9.282042,9.263288,9.242104,9.214393,9.165633,9.088465,8.987512,8.871096,8.744551
IIASA-WiC POP 2025,SSP2,1,Azerbaijan,million,Population,ANNUAL,,,,,,,,,,,,,,,,10.492942,10.730317,10.945605,11.106106,11.178221,11.173076,11.120053,11.043248,10.943386,10.813613,10.652096,10.464247,10.267939,10.072462,9.881732,9.686536
IIASA-WiC POP 2025,SSP2,1,Burundi,million,Population,ANNUAL,,,,,,,,,,,,,,,,13.674842,15.345204,17.091247,18.881577,20.640486,22.306537,23.822967,25.175601,26.386436,27.443202,28.341675,29.051495,29.552785,29.892732,30.095578,30.180685
IIASA-WiC POP 2025,SSP2,1,Belgium,million,Population,ANNUAL,,,,,,,,,,,,,,,,11.692354,11.810999,11.936622,12.070333,12.205234,12.337609,12.438573,12.522916,12.594302,12.66175,12.722815,12.762943,12.769996,12.742495,12.688454,12.612312
IIASA-WiC POP 2025,SSP2,1,Benin,million,Population,ANNUAL,,,,,,,,,,,,,,,,14.28294,16.189478,18.151696,20.153844,22.154872,24.129548,26.023801,27.783937,29.443878,30.950814,32.309111,33.444377,34.377082,35.08657,35.624343,36.018023
IIASA-WiC POP 2025,SSP2,1,Burkina Faso,million,Population,ANNUAL,,,,,,,,,,,,,,,,24.191297,27.355589,30.683232,34.13178,37.602792,40.99897,44.19106,47.176975,49.978066,52.577662,54.946864,57.007721,58.69681,60.027141,61.094465,61.988166
IIASA-WiC POP 2025,SSP2,1,Bangladesh,million,Population,ANNUAL,,,,,,,,,,,,,,,,175.53052,183.379034,189.557256,194.17533,197.367556,199.30763,200.139551,199.810271,198.444362,196.150822,193.104041,189.479323,185.365025,180.874865,176.146142,171.459512
IIASA-WiC POP 2025,SSP2,1,Bulgaria,million,Population,ANNUAL,,,,,,,,,,,,,,,,6.678252,6.424437,6.183804,5.958433,5.749765,5.560353,5.383214,5.212678,5.046151,4.885448,4.733323,4.596964,4.478359,4.377896,4.289532,4.201519
IIASA-WiC POP 2025,SSP2,1,Bahrain,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.624196,1.7446,1.856733,1.963182,2.062126,2.150258,2.221968,2.275542,2.303701,2.308108,2.291762,2.259214,2.217461,2.172906,2.127578,2.077855
IIASA-WiC POP 2025,SSP2,1,Bahamas,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.415502,0.425291,0.433818,0.440313,0.444626,0.44698,0.44754,0.446748,0.444722,0.441719,0.437708,0.432478,0.425929,0.418124,0.409315,0.399898
IIASA-WiC POP 2025,SSP2,1,Bosnia and Herzegovina,million,Population,ANNUAL,,,,,,,,,,,,,,,,3.181,3.063396,2.937883,2.807735,2.678244,2.553582,2.436422,2.326878,2.227249,2.135923,2.051391,1.974061,1.903558,1.839781,1.781348,1.726457
IIASA-WiC POP 2025,SSP2,1,Belarus,million,Population,ANNUAL,,,,,,,,,,,,,,,,9.3946,9.219073,9.05264,8.905781,8.780225,8.661805,8.534381,8.400571,8.261851,8.124662,7.98996,7.855666,7.722287,7.591143,7.458736,7.315066
IIASA-WiC POP 2025,SSP2,1,Belize,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.423846,0.454772,0.482488,0.506762,0.528407,0.547826,0.564965,0.57977,0.591552,0.60022,0.605568,0.608051,0.607941,0.605527,0.601198,0.595179
IIASA-WiC POP 2025,SSP2,1,Bolivia,million,Population,ANNUAL,,,,,,,,,,,,,,,,12.620088,13.442415,14.20986,14.888473,15.480678,15.962025,16.325971,16.590113,16.779456,16.898663,16.954249,16.934295,16.852422,16.718745,16.546344,16.342681
IIASA-WiC POP 2025,SSP2,1,Brazil,million,Population,ANNUAL,,,,,,,,,,,,,,,,217.546263,222.202702,225.638046,227.778572,228.511707,228.019021,226.386719,223.785749,220.287409,216.021172,211.086811,205.58006,199.812964,193.960754,188.202978,182.641967
IIASA-WiC POP 2025,SSP2,1,Barbados,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.282601,0.284133,0.284686,0.284119,0.282676,0.280557,0.278311,0.27636,0.274471,0.272574,0.270627,0.268521,0.266086,0.26338,0.260392,0.256959
IIASA-WiC POP 2025,SSP2,1,Brunei Darussalam,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.461429,0.480438,0.497018,0.511413,0.523616,0.533408,0.540493,0.545171,0.547223,0.54733,0.546109,0.543947,0.54113,0.537811,0.534048,0.529533
IIASA-WiC POP 2025,SSP2,1,Bhutan,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.797744,0.822878,0.843781,0.859476,0.8691,0.872703,0.870802,0.86385,0.851402,0.833383,0.810229,0.783279,0.753895,0.723959,0.69427,0.665302
IIASA-WiC POP 2025,SSP2,1,Botswana,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.7334,2.932271,3.115001,3.276953,3.415313,3.521001,3.592821,3.638359,3.660913,3.663022,3.647666,3.612933,3.563241,3.496744,3.418616,3.330803
IIASA-WiC POP 2025,SSP2,1,Central African Republic,million,Population,ANNUAL,,,,,,,,,,,,,,,,6.099845,7.040411,8.039984,9.057122,10.072094,11.084846,12.068675,13.010011,13.906574,14.746759,15.516339,16.2036,16.806025,17.303916,17.70446,18.036624
IIASA-WiC POP 2025,SSP2,1,Canada,million,Population,ANNUAL,,,,,,,,,,,,,,,,38.636151,39.42825,40.16366,40.833279,41.468949,42.129846,42.693021,43.22481,43.716559,44.179473,44.564342,44.820852,44.915124,44.843715,44.636282,44.329622
IIASA-WiC POP 2025,SSP2,1,Switzerland,million,Population,ANNUAL,,,,,,,,,,,,,,,,8.846489,9.013775,9.16651,9.316875,9.479105,9.660244,9.823252,9.962263,10.070907,10.166592,10.253735,10.324666,10.370656,10.389361,10.382774,10.352633
IIASA-WiC POP 2025,SSP2,1,Chile,million,Population,ANNUAL,,,,,,,,,,,,,,,,19.581699,19.951504,20.229859,20.399154,20.463541,20.446031,20.338493,20.141394,19.865388,19.525643,19.123639,18.664533,18.153573,17.605202,17.043479,16.495019
IIASA-WiC POP 2025,SSP2,1,China,million,Population,ANNUAL,,,,,,,,,,,,,,,,1426.368117,1416.2883,1398.752831,1375.470594,1345.026235,1305.494312,1256.943118,1202.484451,1145.999896,1090.825462,1037.811768,985.691249,934.615516,886.419205,841.822718,799.293869
IIASA-WiC POP 2025,SSP2,1,lvory Coast,million,Population,ANNUAL,,,,,,,,,,,,,,,,29.762711,33.081148,36.37045,39.549567,42.561807,45.341135,47.870643,50.091173,52.031342,53.68187,54.997206,55.959813,56.682705,57.219212,57.576886,57.742643
IIASA-WiC POP 2025,SSP2,1,Cameroon,million,Population,ANNUAL,,,,,,,,,,,,,,,,29.624897,33.20158,36.783255,40.325966,43.796998,47.106459,50.197646,52.974633,55.420069,57.542467,59.194539,60.459667,61.309532,61.818186,62.047847,62.018682
IIASA-WiC POP 2025,SSP2,1,Democratic Republic of the Congo,million,Population,ANNUAL,,,,,,,,,,,,,,,,107.546464,125.553895,144.880945,165.366723,186.699283,208.432325,230.075622,251.295331,271.638451,290.883003,308.734409,324.75403,338.733313,349.99416,358.596096,364.570187
IIASA-WiC POP 2025,SSP2,1,Congo,million,Population,ANNUAL,,,,,,,,,,,,,,,,6.343255,7.073607,7.820291,8.561846,9.275727,9.952298,10.572728,11.126028,11.622917,12.046334,12.377795,12.622948,12.797067,12.905566,12.950075,12.933707
IIASA-WiC POP 2025,SSP2,1,Colombia,million,Population,ANNUAL,,,,,,,,,,,,,,,,52.418442,54.19397,55.598629,56.627229,57.268556,57.579111,57.625375,57.430234,57.016023,56.402004,55.56694,54.523754,53.341244,52.078446,50.811379,49.605796
IIASA-WiC POP 2025,SSP2,1,Comoros,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.880919,0.963389,1.043447,1.121012,1.194963,1.2637,1.324801,1.376136,1.4196,1.452784,1.477643,1.493365,1.50281,1.507245,1.506829,1.501368
IIASA-WiC POP 2025,SSP2,1,Cabo Verde,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.608115,0.634215,0.655469,0.672706,0.685557,0.694171,0.698473,0.698926,0.696378,0.690961,0.682609,0.671922,0.659336,0.645814,0.632581,0.620359
IIASA-WiC POP 2025,SSP2,1,Costa Rica,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.256994,5.409813,5.539,5.641293,5.713999,5.753852,5.76518,5.752834,5.718789,5.6639,5.584714,5.481452,5.357346,5.220189,5.07749,4.934014
IIASA-WiC POP 2025,SSP2,1,Cuba,million,Population,ANNUAL,,,,,,,,,,,,,,,,11.211281,11.144802,11.036291,10.889173,10.69919,10.473166,10.208075,9.920384,9.630051,9.362025,9.119697,8.898889,8.679208,8.460861,8.245494,8.046012
IIASA-WiC POP 2025,SSP2,1,Cura??ao,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.19498,0.201431,0.207505,0.213146,0.218431,0.223496,0.228538,0.233708,0.238048,0.241292,0.243134,0.243377,0.242033,0.239205,0.235078,0.229895
IIASA-WiC POP 2025,SSP2,1,Cyprus,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.284492,1.315415,1.342106,1.367768,1.394051,1.420726,1.442442,1.458245,1.465311,1.464333,1.45578,1.439567,1.41705,1.391137,1.364744,1.338085
IIASA-WiC POP 2025,SSP2,1,Czechia,million,Population,ANNUAL,,,,,,,,,,,,,,,,10.851138,10.713612,10.558383,10.422343,10.323083,10.25188,10.184152,10.094102,9.961754,9.79648,9.627927,9.47854,9.35431,9.245985,9.144798,9.037975
IIASA-WiC POP 2025,SSP2,1,Germany,million,Population,ANNUAL,,,,,,,,,,,,,,,,83.596005,83.006542,82.410334,81.872506,81.404276,80.938857,80.419044,79.86585,79.278557,78.744989,78.210287,77.5471,76.699759,75.721806,74.678197,73.573859
IIASA-WiC POP 2025,SSP2,1,Djibouti,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.154103,1.223793,1.288532,1.345821,1.39413,1.429788,1.454829,1.469393,1.476736,1.478589,1.475277,1.465558,1.450093,1.429208,1.404385,1.376641
IIASA-WiC POP 2025,SSP2,1,Denmark,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.903302,5.965375,6.019839,6.066419,6.11255,6.170431,6.226934,6.285154,6.342939,6.402964,6.463881,6.519758,6.560712,6.583129,6.593496,6.599682
IIASA-WiC POP 2025,SSP2,1,Dominican Republic,million,Population,ANNUAL,,,,,,,,,,,,,,,,11.537089,12.066848,12.519517,12.87697,13.144531,13.341377,13.479136,13.56317,13.595737,13.575377,13.518969,13.429248,13.31343,13.170685,13.012544,12.839099
IIASA-WiC POP 2025,SSP2,1,Algeria,million,Population,ANNUAL,,,,,,,,,,,,,,,,46.733889,49.868402,52.623291,55.230273,57.750149,60.092807,61.962394,63.279973,64.081737,64.576195,64.941479,65.255817,65.505679,65.616904,65.546102,65.232171
IIASA-WiC POP 2025,SSP2,1,Ecuador,million,Population,ANNUAL,,,,,,,,,,,,,,,,18.413986,19.312216,20.080505,20.702594,21.208262,21.607307,21.89923,22.079277,22.157247,22.136332,22.015567,21.806655,21.520171,21.176075,20.793624,20.389717
IIASA-WiC POP 2025,SSP2,1,Egypt,million,Population,ANNUAL,,,,,,,,,,,,,,,,116.004863,125.574135,135.246249,145.026826,154.449783,163.104711,170.859392,177.729772,183.481332,188.162868,192.025576,195.185345,197.618806,199.504984,200.634684,201.025579
IIASA-WiC POP 2025,SSP2,1,Eritrea,million,Population,ANNUAL,,,,,,,,,,,,,,,,3.85609,4.211014,4.561734,4.884952,5.164315,5.402035,5.602097,5.768023,5.910344,6.015478,6.082503,6.123692,6.1474,6.157418,6.152969,6.137424
IIASA-WiC POP 2025,SSP2,1,Western Sahara,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.59731,0.638634,0.676158,0.710757,0.742181,0.770774,0.795813,0.816688,0.831186,0.840017,0.84458,0.84577,0.843464,0.836833,0.825078,0.808035
IIASA-WiC POP 2025,SSP2,1,Spain,million,Population,ANNUAL,,,,,,,,,,,,,,,,47.59626,47.811395,48.086132,48.454296,48.895103,49.395564,49.648681,49.646944,49.381824,48.97961,48.558099,48.218911,47.971728,47.709674,47.310118,46.706488
IIASA-WiC POP 2025,SSP2,1,Estonia,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.347628,1.312082,1.279865,1.253187,1.231975,1.214001,1.1961,1.177431,1.157993,1.138511,1.119608,1.101493,1.084331,1.068166,1.052762,1.036789
IIASA-WiC POP 2025,SSP2,1,Ethiopia,million,Population,ANNUAL,,,,,,,,,,,,,,,,130.851847,146.757791,162.801993,178.59731,193.927322,208.775107,222.925206,236.181844,247.810709,257.767496,265.65814,271.693504,276.344973,279.794411,282.003668,282.972408
IIASA-WiC POP 2025,SSP2,1,Finland,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.53656,5.513914,5.493351,5.476464,5.46549,5.471331,5.468276,5.467543,5.475138,5.491572,5.50711,5.512625,5.505707,5.488706,5.468293,5.449101
IIASA-WiC POP 2025,SSP2,1,Fiji,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.941962,0.959551,0.970445,0.975694,0.974571,0.967584,0.956946,0.943226,0.929335,0.914531,0.89955,0.885734,0.872917,0.861804,0.851759,0.843028
IIASA-WiC POP 2025,SSP2,1,France,million,Population,ANNUAL,,,,,,,,,,,,,,,,65.106109,65.769297,66.516697,67.298345,67.996533,68.59007,69.071007,69.528837,69.988347,70.466751,70.98206,71.505254,71.979907,72.395402,72.747388,72.976432
IIASA-WiC POP 2025,SSP2,1,Micronesia,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.114689,0.117572,0.119554,0.12024,0.119656,0.117981,0.115544,0.112749,0.110243,0.107846,0.105448,0.102926,0.100472,0.098171,0.096241,0.094703
IIASA-WiC POP 2025,SSP2,1,Gabon,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.512271,2.749862,2.978193,3.197673,3.404698,3.593556,3.760516,3.898865,4.006161,4.084125,4.14308,4.186355,4.212071,4.218797,4.203075,4.167763
IIASA-WiC POP 2025,SSP2,1,United Kingdom,million,Population,ANNUAL,,,,,,,,,,,,,,,,67.833949,68.698733,69.576143,70.530995,71.603217,72.775202,73.731234,74.528944,75.23391,75.953619,76.673752,77.276573,77.661062,77.828022,77.853448,77.793195
IIASA-WiC POP 2025,SSP2,1,Georgia,million,Population,ANNUAL,,,,,,,,,,,,,,,,3.621957,3.467429,3.315151,3.176131,3.045625,2.917124,2.787284,2.658015,2.542968,2.443119,2.356651,2.281727,2.218889,2.168878,2.130948,2.101374
IIASA-WiC POP 2025,SSP2,1,Ghana,million,Population,ANNUAL,,,,,,,,,,,,,,,,35.282895,38.789223,42.313794,45.864375,49.376093,52.767513,55.870487,58.714365,61.232668,63.485305,65.425904,67.008139,68.262949,69.228901,69.918171,70.358903
IIASA-WiC POP 2025,SSP2,1,Guinea,million,Population,ANNUAL,,,,,,,,,,,,,,,,14.62162,16.229047,17.813126,19.349768,20.822851,22.195051,23.448649,24.56226,25.517525,26.327879,26.954571,27.426083,27.730749,27.94119,28.070525,28.127163
IIASA-WiC POP 2025,SSP2,1,Guadeloupe,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.397751,0.401035,0.402417,0.401939,0.399242,0.395241,0.391149,0.387466,0.384796,0.383311,0.383112,0.3842,0.386154,0.388176,0.389532,0.389992
IIASA-WiC POP 2025,SSP2,1,Gambia,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.843788,3.162427,3.490007,3.8091,4.114249,4.394544,4.644764,4.858964,5.045058,5.201543,5.323382,5.410157,5.471213,5.508471,5.523956,5.518435
IIASA-WiC POP 2025,SSP2,1,Guinea-Bissau,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.214987,2.43651,2.650549,2.854586,3.043234,3.210712,3.353818,3.473778,3.56877,3.637843,3.680815,3.702102,3.705932,3.693169,3.666081,3.626233
IIASA-WiC POP 2025,SSP2,1,Equatorial Guinea,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.790756,2.009195,2.231483,2.453326,2.670795,2.879336,3.072015,3.244675,3.393803,3.514748,3.605653,3.666744,3.704788,3.719277,3.709284,3.673908
IIASA-WiC POP 2025,SSP2,1,Greece,million,Population,ANNUAL,,,,,,,,,,,,,,,,10.364011,10.206515,10.071939,9.961801,9.865716,9.776803,9.667093,9.538575,9.391079,9.236304,9.083502,8.940968,8.808574,8.677716,8.534584,8.367584
IIASA-WiC POP 2025,SSP2,1,Grenada,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.126268,0.128263,0.129454,0.130436,0.131265,0.131701,0.131694,0.131149,0.130441,0.129598,0.128523,0.127176,0.125643,0.124133,0.122811,0.121677
