model,scenario,version,region,unit,variable,type,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
IIASA-WiC POP 2025,SSP4,1,Solomon Islands,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.768195,0.864899,0.968208,1.07833,1.188485,1.298779,1.4095,1.518215,1.62425,1.722096,1.813352,1.895856,1.973454,2.047371,2.117312,2.181292
IIASA-WiC POP 2025,SSP4,1,Sierra Leone,million,Population,ANNUAL,,,,,,,,,,,,,,,,9.070178,10.108693,11.18908,12.283738,13.32606,14.334605,15.313197,16.242691,17.087115,17.812477,18.408477,18.924985,19.388653,19.794999,20.139126,20.412482
IIASA-WiC POP 2025,SSP4,1,El Salvador,million,Population,ANNUAL,,,,,,,,,,,,,,,,6.373114,6.489345,6.5801,6.640906,6.664302,6.661207,6.64121,6.608636,6.57832,6.54899,6.521334,6.497009,6.484567,6.49208,6.527247,6.596735
IIASA-WiC POP 2025,SSP4,1,Somalia,million,Population,ANNUAL,,,,,,,,,,,,,,,,19.02004,22.529462,26.609867,31.183148,36.103238,41.383229,47.064514,53.067763,59.247536,65.4749,71.683641,77.892139,84.038698,90.03185,95.553782,100.694434
IIASA-WiC POP 2025,SSP4,1,Serbia,million,Population,ANNUAL,,,,,,,,,,,,,,,,7.153957,7.013274,6.859627,6.690664,6.526308,6.370594,6.220599,6.068632,5.903854,5.727286,5.543595,5.356187,5.166557,4.974169,4.776148,4.567963
IIASA-WiC POP 2025,SSP4,1,South Sudan,million,Population,ANNUAL,,,,,,,,,,,,,,,,11.082318,11.859578,12.805259,13.801126,14.60562,15.169849,15.633749,16.118567,16.661979,17.190775,17.628197,17.981912,18.343417,18.779301,19.295929,19.877243
IIASA-WiC POP 2025,SSP4,1,Sao Tome and Principe,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.237482,0.262039,0.287983,0.314037,0.338787,0.361974,0.383327,0.403223,0.421269,0.437116,0.45122,0.464467,0.477234,0.489347,0.500864,0.512094
IIASA-WiC POP 2025,SSP4,1,Suriname,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.633338,0.667436,0.701211,0.733282,0.761578,0.786978,0.810244,0.832191,0.853289,0.873832,0.893649,0.912498,0.931168,0.94927,0.967721,0.986388
IIASA-WiC POP 2025,SSP4,1,Slovakia,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.501991,5.43883,5.34437,5.22619,5.101954,4.97469,4.8416,4.695834,4.533229,4.355359,4.1681,3.982961,3.806052,3.639793,3.482917,3.330732
IIASA-WiC POP 2025,SSP4,1,Slovenia,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.114577,2.094514,2.067461,2.03562,2.00241,1.966174,1.925563,1.88104,1.832244,1.780756,1.727431,1.67307,1.61812,1.562644,1.505953,1.446359
IIASA-WiC POP 2025,SSP4,1,Sweden,million,Population,ANNUAL,,,,,,,,,,,,,,,,10.56977,10.716108,10.825618,10.919082,11.033224,11.168209,11.274004,11.337998,11.354913,11.341487,11.303578,11.228464,11.096609,10.905787,10.675314,10.420133
IIASA-WiC POP 2025,SSP4,1,Eswatini,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.230944,1.282159,1.330945,1.375003,1.40976,1.434186,1.448731,1.455211,1.459773,1.462586,1.463334,1.462304,1.460361,1.458608,1.457593,1.45799
IIASA-WiC POP 2025,SSP4,1,Seychelles,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.109057,0.113262,0.117151,0.120589,0.123185,0.125228,0.126977,0.128641,0.130208,0.131677,0.133096,0.134446,0.135758,0.136934,0.13789,0.138581
IIASA-WiC POP 2025,SSP4,1,Syria,million,Population,ANNUAL,,,,,,,,,,,,,,,,22.104625,24.103862,26.413213,28.745371,30.815168,32.602485,34.278133,35.983641,37.77651,39.580934,41.2906,42.846192,44.249502,45.574155,46.846831,48.144615
IIASA-WiC POP 2025,SSP4,1,Chad,million,Population,ANNUAL,,,,,,,,,,,,,,,,19.219191,22.693471,26.703375,31.239639,36.047249,41.150435,46.509353,52.019394,57.559716,63.034149,68.436849,73.553779,78.481446,82.968183,86.909944,90.376696
IIASA-WiC POP 2025,SSP4,1,Togo,million,Population,ANNUAL,,,,,,,,,,,,,,,,9.354153,10.520212,11.777074,13.106371,14.435973,15.758602,17.090489,18.4033,19.689149,20.876802,21.978562,22.981039,23.932204,24.854184,25.735315,26.563827
IIASA-WiC POP 2025,SSP4,1,Thailand,million,Population,ANNUAL,,,,,,,,,,,,,,,,72.030014,72.335151,72.185982,71.555199,70.430592,68.914616,67.169683,65.401799,63.671491,62.023769,60.415587,58.878328,57.434202,56.147102,55.010337,54.030406
IIASA-WiC POP 2025,SSP4,1,Tajikistan,million,Population,ANNUAL,,,,,,,,,,,,,,,,10.416997,11.430091,12.481943,13.590914,14.66136,15.647266,16.581587,17.456706,18.267619,19.012782,19.714346,20.385403,21.039702,21.649393,22.2271,22.782542
IIASA-WiC POP 2025,SSP4,1,Turkmenistan,million,Population,ANNUAL,,,,,,,,,,,,,,,,6.714457,7.198552,7.66011,8.128998,8.582517,9.00596,9.369848,9.683572,9.951345,10.199039,10.441641,10.678152,10.899678,11.095651,11.265488,11.416143
IIASA-WiC POP 2025,SSP4,1,Timor-Leste,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.393823,1.516954,1.647303,1.776069,1.891305,1.995023,2.089512,2.176191,2.254452,2.325388,2.387355,2.442838,2.494878,2.547173,2.601806,2.659394
IIASA-WiC POP 2025,SSP4,1,Tonga,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.107989,0.111506,0.114984,0.118409,0.120893,0.122412,0.122945,0.122701,0.122656,0.123067,0.123893,0.124979,0.126343,0.12791,0.129856,0.132365
IIASA-WiC POP 2025,SSP4,1,Trinidad and Tobago,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.527884,1.537414,1.541723,1.541094,1.533567,1.519791,1.503229,1.486636,1.471447,1.457876,1.446413,1.437618,1.43399,1.435768,1.440807,1.44865
IIASA-WiC POP 2025,SSP4,1,Tunisia,million,Population,ANNUAL,,,,,,,,,,,,,,,,12.623486,13.13339,13.567415,13.95534,14.289577,14.584034,14.830027,15.030576,15.19327,15.342267,15.495713,15.66912,15.866715,16.080659,16.293254,16.49361
IIASA-WiC POP 2025,SSP4,1,Turkey,million,Population,ANNUAL,,,,,,,,,,,,,,,,87.089009,89.448706,91.078777,92.034517,92.412964,92.172106,91.278464,89.690706,87.560513,85.026506,82.190789,79.124333,75.878707,72.497287,69.008474,65.434054
IIASA-WiC POP 2025,SSP4,1,Taiwan,million,Population,ANNUAL,,,,,,,,,,,,,,,,23.475315,23.001199,22.344737,21.499959,20.532063,19.496477,18.382031,17.243647,16.128058,15.036325,13.98124,12.994023,12.092519,11.277234,10.539069,9.864361
IIASA-WiC POP 2025,SSP4,1,Tanzania,million,Population,ANNUAL,,,,,,,,,,,,,,,,70.254303,80.944419,92.971042,106.254938,120.276312,135.047123,150.237043,165.976763,181.778243,197.285232,212.696388,227.253027,240.491928,252.618105,264.041125,274.959142
IIASA-WiC POP 2025,SSP4,1,Uganda,million,Population,ANNUAL,,,,,,,,,,,,,,,,50.77312,58.69531,67.411291,76.78223,86.459448,96.509336,106.632992,116.940478,127.073983,137.185294,146.773636,155.735919,163.959158,171.501586,178.671389,185.583639
IIASA-WiC POP 2025,SSP4,1,Ukraine,million,Population,ANNUAL,,,,,,,,,,,,,,,,36.391202,36.816586,36.612904,35.890344,34.85344,33.683569,32.454462,31.221218,29.969374,28.706759,27.448608,26.212856,25.007616,23.836648,22.68082,21.499989
IIASA-WiC POP 2025,SSP4,1,Uruguay,million,Population,ANNUAL,,,,,,,,,,,,,,,,3.411022,3.409326,3.41014,3.406915,3.390181,3.361629,3.323728,3.280752,3.236831,3.192417,3.145433,3.094857,3.041715,2.98858,2.938589,2.895368
IIASA-WiC POP 2025,SSP4,1,United States,million,Population,ANNUAL,,,,,,,,,,,,,,,,341.969466,347.913645,352.703927,356.095833,358.527455,360.094722,360.440814,359.994601,358.785453,356.789925,353.770761,349.310644,343.218104,335.565428,326.644195,316.643735
IIASA-WiC POP 2025,SSP4,1,Uzbekistan,million,Population,ANNUAL,,,,,,,,,,,,,,,,36.057826,38.81863,41.481749,44.228249,46.950485,49.604706,52.038318,54.218772,56.14625,57.959602,59.72681,61.457811,63.132727,64.745812,66.29981,67.731145
IIASA-WiC POP 2025,SSP4,1,Saint Vincent and the Grenadines,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.101993,0.101108,0.100001,0.098833,0.09733,0.095555,0.09372,0.09204,0.090778,0.089901,0.089339,0.089067,0.089068,0.089352,0.089901,0.090726
IIASA-WiC POP 2025,SSP4,1,Venezuela,million,Population,ANNUAL,,,,,,,,,,,,,,,,29.785672,31.231921,32.698654,34.034285,35.129087,36.092896,37.042289,38.005555,38.920972,39.79407,40.636396,41.452338,42.244014,42.991669,43.679059,44.339505
IIASA-WiC POP 2025,SSP4,1,United States Virgin Islands,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.098266,0.096397,0.094951,0.093944,0.093343,0.093246,0.093689,0.094593,0.095852,0.097482,0.099417,0.101544,0.103762,0.105974,0.108137,0.110248
IIASA-WiC POP 2025,SSP4,1,Viet Nam,million,Population,ANNUAL,,,,,,,,,,,,,,,,99.80721,103.195843,105.990403,108.312948,110.019002,111.233775,112.082856,112.617424,112.871289,112.919665,112.849191,112.776103,112.81621,113.039856,113.444174,113.961676
IIASA-WiC POP 2025,SSP4,1,Vanuatu,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.343505,0.382867,0.425083,0.46984,0.514888,0.559188,0.602331,0.645316,0.686968,0.726344,0.762583,0.797395,0.831617,0.865073,0.897444,0.928014
IIASA-WiC POP 2025,SSP4,1,Samoa,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.226676,0.241092,0.25525,0.269078,0.281444,0.291921,0.300119,0.306584,0.313068,0.319314,0.325501,0.332078,0.339241,0.347012,0.355611,0.364902
IIASA-WiC POP 2025,SSP4,1,Yemen,million,Population,ANNUAL,,,,,,,,,,,,,,,,35.731379,40.057526,44.555497,49.183157,53.7404,58.158334,62.370365,66.418196,70.100909,73.288802,76.037468,78.51762,80.885875,83.128859,85.217712,87.125093
IIASA-WiC POP 2025,SSP4,1,South Africa,million,Population,ANNUAL,,,,,,,,,,,,,,,,60.833813,63.018632,64.944201,66.584606,67.77526,68.505575,68.975994,69.275069,69.401843,69.340777,69.141529,68.816965,68.4702,68.092142,67.652354,67.146079
IIASA-WiC POP 2025,SSP4,1,Zambia,million,Population,ANNUAL,,,,,,,,,,,,,,,,21.313458,24.170181,27.248657,30.487101,33.707171,36.880308,40.007545,43.112269,46.022117,48.73061,51.066061,53.072951,54.880449,56.537667,58.019345,59.302387
IIASA-WiC POP 2025,SSP4,1,Zimbabwe,million,Population,ANNUAL,,,,,,,,,,,,,,,,16.972672,18.44117,19.93039,21.381406,22.705342,23.865243,24.869529,25.706324,26.388752,26.923442,27.399915,27.830761,28.219398,28.544719,28.831635,29.085488
IIASA-WiC POP 2025,SSP4,1,Kosovo,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.774432,1.809136,1.839344,1.856415,1.859346,1.845919,1.818583,1.781305,1.7398,1.694966,1.6458,1.590192,1.527432,1.458188,1.384778,1.310357
IIASA-WiC POP 2025,SSP5,1,Aruba,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.1088,0.113505,0.118139,0.122628,0.127068,0.131291,0.135246,0.138904,0.141719,0.143865,0.145335,0.146019,0.145792,0.144571,0.142305,0.138948
IIASA-WiC POP 2025,SSP5,1,Afghanistan,million,Population,ANNUAL,,,,,,,,,,,,,,,,44.166205,49.666559,54.808143,59.522648,64.004905,68.088886,71.559443,74.305584,76.439146,77.951878,78.883581,79.173124,78.817127,77.940331,76.629296,74.931684
IIASA-WiC POP 2025,SSP5,1,Angola,million,Population,ANNUAL,,,,,,,,,,,,,,,,38.360074,43.445786,48.290102,52.972401,57.56384,61.880509,65.743596,69.101607,71.911089,74.127783,75.773428,76.78953,77.135204,76.770529,75.816221,74.319354
IIASA-WiC POP 2025,SSP5,1,Albania,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.793087,2.619419,2.434791,2.252044,2.079734,1.919737,1.771518,1.634043,1.516677,1.416915,1.331882,1.257229,1.188621,1.123146,1.060104,1.000857
IIASA-WiC POP 2025,SSP5,1,United Arab Emirates,million,Population,ANNUAL,,,,,,,,,,,,,,,,9.79243,10.465066,11.048011,11.563885,12.045896,12.493867,12.875226,13.158932,13.283836,13.248193,13.065851,12.759346,12.358637,11.90227,11.428886,10.958287
IIASA-WiC POP 2025,SSP5,1,Argentina,million,Population,ANNUAL,,,,,,,,,,,,,,,,46.045355,47.005034,47.755386,48.308944,48.720479,48.947073,48.97347,48.747651,48.310527,47.684584,46.89172,45.941211,44.847696,43.615359,42.238968,40.695569
IIASA-WiC POP 2025,SSP5,1,Armenia,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.762253,2.654632,2.54776,2.449843,2.363426,2.284317,2.20977,2.137683,2.075584,2.021885,1.973652,1.92765,1.882275,1.838374,1.798457,1.763808
IIASA-WiC POP 2025,SSP5,1,Antigua and Barbuda,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.095485,0.099107,0.102208,0.104733,0.106824,0.108449,0.10954,0.110133,0.110037,0.109369,0.108171,0.106405,0.104026,0.101068,0.097545,0.093485
IIASA-WiC POP 2025,SSP5,1,Australia,million,Population,ANNUAL,,,,,,,,,,,,,,,,26.559259,27.985258,29.391829,30.789134,32.21869,33.676303,35.052971,36.319372,37.392472,38.294074,39.024498,39.558148,39.782495,39.608219,39.068086,38.285259
IIASA-WiC POP 2025,SSP5,1,Austria,million,Population,ANNUAL,,,,,,,,,,,,,,,,9.044223,9.231614,9.42131,9.617862,9.834326,10.056756,10.254501,10.414462,10.522588,10.600149,10.654351,10.670575,10.580562,10.384662,10.092861,9.741804
IIASA-WiC POP 2025,SSP5,1,Azerbaijan,million,Population,ANNUAL,,,,,,,,,,,,,,,,10.492942,10.727769,10.941035,11.101847,11.187903,11.200571,11.161129,11.087661,10.984509,10.847664,10.673304,10.463925,10.230978,9.98819,9.747996,9.507006
IIASA-WiC POP 2025,SSP5,1,Burundi,million,Population,ANNUAL,,,,,,,,,,,,,,,,13.674842,14.991367,16.187732,17.286668,18.317805,19.22105,19.928127,20.419665,20.759674,20.964438,21.054912,21.030832,20.884449,20.626676,20.255196,19.77775
IIASA-WiC POP 2025,SSP5,1,Belgium,million,Population,ANNUAL,,,,,,,,,,,,,,,,11.692354,11.948383,12.226569,12.52422,12.836836,13.151452,13.425364,13.657726,13.839279,13.987887,14.10751,14.179976,14.15887,14.006012,13.754226,13.406924
IIASA-WiC POP 2025,SSP5,1,Benin,million,Population,ANNUAL,,,,,,,,,,,,,,,,14.28294,15.907534,17.397408,18.78309,20.122654,21.368981,22.439471,23.280008,23.960876,24.482823,24.868002,25.081727,25.130243,25.006484,24.741853,24.356961
IIASA-WiC POP 2025,SSP5,1,Burkina Faso,million,Population,ANNUAL,,,,,,,,,,,,,,,,24.191297,26.704392,28.976289,31.123764,33.21263,35.119998,36.677228,37.853135,38.763143,39.453716,39.950709,40.226833,40.247142,40.012574,39.571195,38.977039
IIASA-WiC POP 2025,SSP5,1,Bangladesh,million,Population,ANNUAL,,,,,,,,,,,,,,,,175.53052,181.269625,184.885572,186.668292,187.183184,186.447329,184.503281,181.348306,177.398458,172.765256,167.520917,161.777158,155.658212,149.277388,142.725713,136.101558
IIASA-WiC POP 2025,SSP5,1,Bulgaria,million,Population,ANNUAL,,,,,,,,,,,,,,,,6.678252,6.420464,6.181387,5.960282,5.760061,5.580953,5.412916,5.24676,5.079508,4.912021,4.748247,4.593331,4.449225,4.315262,4.188382,4.053291
IIASA-WiC POP 2025,SSP5,1,Bahrain,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.624196,1.79431,1.954527,2.106126,2.250046,2.382691,2.498239,2.593837,2.65671,2.687921,2.68889,2.660558,2.606518,2.533371,2.449045,2.355784
IIASA-WiC POP 2025,SSP5,1,Bahamas,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.415502,0.426919,0.436786,0.444419,0.450449,0.454812,0.457238,0.457821,0.456299,0.452982,0.448015,0.441422,0.433043,0.422673,0.41008,0.395173
IIASA-WiC POP 2025,SSP5,1,Bosnia and Herzegovina,million,Population,ANNUAL,,,,,,,,,,,,,,,,3.181,2.997028,2.816406,2.642491,2.480574,2.332601,2.198527,2.075431,1.966188,1.86862,1.780844,1.700724,1.625936,1.554742,1.485846,1.417562
IIASA-WiC POP 2025,SSP5,1,Belarus,million,Population,ANNUAL,,,,,,,,,,,,,,,,9.3946,9.267815,9.162562,9.081632,9.027011,8.981456,8.92572,8.8546,8.762081,8.651596,8.52398,8.377837,8.212657,8.031988,7.840204,7.632631
IIASA-WiC POP 2025,SSP5,1,Belize,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.423846,0.45457,0.480475,0.501987,0.520912,0.537217,0.550545,0.560728,0.567312,0.57054,0.570533,0.56756,0.561555,0.55241,0.540094,0.524457
IIASA-WiC POP 2025,SSP5,1,Bolivia,million,Population,ANNUAL,,,,,,,,,,,,,,,,12.620088,13.281597,13.82101,14.230518,14.555646,14.769685,14.863939,14.845932,14.750831,14.580313,14.347398,14.053037,13.707907,13.323482,12.91008,12.472613
IIASA-WiC POP 2025,SSP5,1,Brazil,million,Population,ANNUAL,,,,,,,,,,,,,,,,217.546263,221.405311,223.707918,224.516445,224.148494,222.646861,220.006139,216.245264,211.491396,205.856751,199.54049,192.730899,185.602683,178.295243,170.715877,162.592134
IIASA-WiC POP 2025,SSP5,1,Barbados,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.282601,0.283114,0.282465,0.280714,0.278588,0.276091,0.273217,0.269993,0.266331,0.262422,0.258321,0.253912,0.248814,0.242811,0.235702,0.226751
IIASA-WiC POP 2025,SSP5,1,Brunei Darussalam,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.461429,0.47962,0.494393,0.506313,0.516508,0.524562,0.529745,0.531974,0.531081,0.52791,0.523019,0.516566,0.508349,0.498032,0.484056,0.465836
IIASA-WiC POP 2025,SSP5,1,Bhutan,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.797744,0.818668,0.83277,0.840698,0.844021,0.842844,0.837178,0.826819,0.811317,0.790511,0.764566,0.734393,0.701117,0.6661,0.630462,0.594347
IIASA-WiC POP 2025,SSP5,1,Botswana,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.7334,2.939762,3.121681,3.278905,3.418607,3.538718,3.622646,3.673452,3.693629,3.685205,3.651794,3.594407,3.517449,3.420675,3.305969,3.173111
IIASA-WiC POP 2025,SSP5,1,Central African Republic,million,Population,ANNUAL,,,,,,,,,,,,,,,,6.099845,6.845421,7.528839,8.185519,8.846257,9.464257,9.987225,10.413101,10.78433,11.102582,11.366122,11.572053,11.71965,11.802312,11.828979,11.819021
IIASA-WiC POP 2025,SSP5,1,Canada,million,Population,ANNUAL,,,,,,,,,,,,,,,,38.636151,40.050186,41.488829,42.938695,44.437341,45.998747,47.43091,48.738019,49.851182,50.820979,51.631427,52.204704,52.429958,52.132238,51.315544,50.051776
IIASA-WiC POP 2025,SSP5,1,Switzerland,million,Population,ANNUAL,,,,,,,,,,,,,,,,8.846489,9.163163,9.485374,9.822472,10.188294,10.581105,10.950431,11.277316,11.535346,11.741418,11.906762,11.991003,11.976697,11.858565,11.673907,11.442949
IIASA-WiC POP 2025,SSP5,1,Chile,million,Population,ANNUAL,,,,,,,,,,,,,,,,19.581699,19.936811,20.18272,20.309007,20.350288,20.317144,20.195134,19.972868,19.650745,19.245382,18.768207,18.220169,17.592623,16.874422,16.067284,15.199162
IIASA-WiC POP 2025,SSP5,1,China,million,Population,ANNUAL,,,,,,,,,,,,,,,,1426.368117,1416.915137,1400.602411,1379.42284,1352.724261,1318.090564,1274.820999,1224.971636,1171.459018,1116.865446,1063.209044,1010.467089,957.152044,904.272846,854.66517,808.94514
IIASA-WiC POP 2025,SSP5,1,lvory Coast,million,Population,ANNUAL,,,,,,,,,,,,,,,,29.762711,32.482841,34.73627,36.69735,38.484188,40.068533,41.291532,42.109232,42.646918,42.934792,42.994818,42.846611,42.550628,42.125853,41.574995,40.890246
IIASA-WiC POP 2025,SSP5,1,Cameroon,million,Population,ANNUAL,,,,,,,,,,,,,,,,29.624897,32.857872,35.810388,38.555254,41.220467,43.754774,45.964717,47.769611,49.214487,50.315648,51.020748,51.404279,51.460552,51.226153,50.72312,49.955058
IIASA-WiC POP 2025,SSP5,1,Democratic Republic of the Congo,million,Population,ANNUAL,,,,,,,,,,,,,,,,107.546464,122.702473,137.137854,151.211882,165.405937,179.021677,191.327564,201.995942,211.207834,218.961294,225.223029,229.835904,232.724407,233.617599,232.591375,229.749401
IIASA-WiC POP 2025,SSP5,1,Congo,million,Population,ANNUAL,,,,,,,,,,,,,,,,6.343255,7.022364,7.64708,8.22226,8.761881,9.263231,9.679803,10.002241,10.250398,10.42186,10.516479,10.544659,10.518814,10.440564,10.306817,10.113269
IIASA-WiC POP 2025,SSP5,1,Colombia,million,Population,ANNUAL,,,,,,,,,,,,,,,,52.418442,53.836431,54.772467,55.268726,55.425851,55.25916,54.797906,54.035831,53.047389,51.864178,50.505481,48.982646,47.305312,45.486469,43.545184,41.513867
IIASA-WiC POP 2025,SSP5,1,Comoros,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.880919,0.944732,0.997791,1.041921,1.080774,1.112388,1.134236,1.144699,1.148056,1.144082,1.134522,1.119133,1.099421,1.075987,1.048983,1.01861
IIASA-WiC POP 2025,SSP5,1,Cabo Verde,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.608115,0.623062,0.630776,0.633314,0.632176,0.627334,0.618482,0.606035,0.591866,0.576216,0.559129,0.540783,0.521275,0.501086,0.480815,0.460814
IIASA-WiC POP 2025,SSP5,1,Costa Rica,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.256994,5.410101,5.531925,5.623297,5.691541,5.730482,5.740779,5.722332,5.675053,5.603103,5.507191,5.384806,5.233098,5.05211,4.845372,4.618043
IIASA-WiC POP 2025,SSP5,1,Cuba,million,Population,ANNUAL,,,,,,,,,,,,,,,,11.211281,11.084593,10.910489,10.693977,10.445755,10.163906,9.837994,9.473901,9.092649,8.722003,8.375624,8.057172,7.74434,7.418218,7.07137,6.715467
IIASA-WiC POP 2025,SSP5,1,Cura??ao,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.19498,0.206658,0.217709,0.227963,0.237733,0.246815,0.255142,0.262579,0.267903,0.271206,0.272571,0.271951,0.269258,0.264552,0.257971,0.249762
IIASA-WiC POP 2025,SSP5,1,Cyprus,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.284492,1.341611,1.397392,1.454206,1.513349,1.573556,1.628004,1.674477,1.707857,1.729679,1.740276,1.738093,1.721067,1.689607,1.647605,1.598735
IIASA-WiC POP 2025,SSP5,1,Czechia,million,Population,ANNUAL,,,,,,,,,,,,,,,,10.851138,10.786752,10.716812,10.669907,10.662207,10.681453,10.699265,10.691258,10.627553,10.512637,10.362215,10.196177,10.024696,9.839718,9.621663,9.35921
IIASA-WiC POP 2025,SSP5,1,Germany,million,Population,ANNUAL,,,,,,,,,,,,,,,,83.596005,83.935937,84.385115,84.993757,85.813644,86.710531,87.476665,88.00486,88.206863,88.27974,88.306482,88.143837,87.540545,86.204728,84.076181,81.370238
IIASA-WiC POP 2025,SSP5,1,Djibouti,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.154103,1.212177,1.257108,1.290433,1.315655,1.3309,1.336954,1.332386,1.319501,1.299362,1.272764,1.240087,1.201803,1.157902,1.109138,1.056875
IIASA-WiC POP 2025,SSP5,1,Denmark,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.903302,6.016156,6.128012,6.235573,6.348187,6.474058,6.594246,6.70329,6.793236,6.871341,6.942823,7.004788,7.044712,7.043896,6.971794,6.838444
IIASA-WiC POP 2025,SSP5,1,Dominican Republic,million,Population,ANNUAL,,,,,,,,,,,,,,,,11.537089,11.899583,12.144357,12.272542,12.320505,12.29517,12.201539,12.044167,11.848803,11.619974,11.369828,11.100095,10.812946,10.507267,10.188104,9.854607
IIASA-WiC POP 2025,SSP5,1,Algeria,million,Population,ANNUAL,,,,,,,,,,,,,,,,46.733889,49.388904,51.472816,53.230739,54.870598,56.292017,57.237517,57.624384,57.523785,57.080571,56.426682,55.642433,54.756853,53.78531,52.748235,51.63235
IIASA-WiC POP 2025,SSP5,1,Ecuador,million,Population,ANNUAL,,,,,,,,,,,,,,,,18.413986,19.121749,19.637091,19.977307,20.211963,20.332389,20.331897,20.206712,19.989022,19.68927,19.315056,18.874047,18.372257,17.81688,17.206445,16.523307
IIASA-WiC POP 2025,SSP5,1,Egypt,million,Population,ANNUAL,,,,,,,,,,,,,,,,116.004863,124.480621,132.417228,139.818058,146.763245,152.734703,157.475648,160.99468,163.358018,164.717231,165.27797,165.137158,164.338776,163.037586,161.171365,158.705974
IIASA-WiC POP 2025,SSP5,1,Eritrea,million,Population,ANNUAL,,,,,,,,,,,,,,,,3.85609,4.052379,4.182916,4.259857,4.299145,4.301704,4.264537,4.188065,4.099455,3.999292,3.891509,3.780532,3.666091,3.548591,3.428233,3.308859
IIASA-WiC POP 2025,SSP5,1,Western Sahara,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.59731,0.652816,0.702885,0.749068,0.79272,0.83341,0.86995,0.901002,0.92185,0.932851,0.93483,0.92933,0.917175,0.89826,0.871999,0.837923
IIASA-WiC POP 2025,SSP5,1,Spain,million,Population,ANNUAL,,,,,,,,,,,,,,,,47.59626,48.655688,49.869993,51.2665,52.842559,54.57458,56.105953,57.36824,58.220562,58.741636,58.978648,58.934654,58.445242,57.624187,56.454818,54.868871
IIASA-WiC POP 2025,SSP5,1,Estonia,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.347628,1.311652,1.280829,1.256625,1.239108,1.225508,1.211697,1.196266,1.178779,1.159438,1.138856,1.117301,1.094528,1.070511,1.045628,1.019394
IIASA-WiC POP 2025,SSP5,1,Ethiopia,million,Population,ANNUAL,,,,,,,,,,,,,,,,130.851847,144.051483,155.570367,166.017104,175.975576,185.165738,193.078295,199.406347,203.988352,206.999656,208.378035,208.199083,206.652059,203.829238,199.785317,194.652003
IIASA-WiC POP 2025,SSP5,1,Finland,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.53656,5.560637,5.592181,5.629249,5.674074,5.734584,5.784096,5.82857,5.869697,5.911629,5.947674,5.962074,5.918132,5.821969,5.684991,5.522092
IIASA-WiC POP 2025,SSP5,1,Fiji,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.941962,0.926769,0.902366,0.872009,0.838344,0.8015,0.762697,0.722754,0.686688,0.653493,0.623113,0.595989,0.572006,0.551223,0.533068,0.517097
IIASA-WiC POP 2025,SSP5,1,France,million,Population,ANNUAL,,,,,,,,,,,,,,,,65.106109,66.105339,67.239027,68.440389,69.625473,70.723006,71.633315,72.411862,73.070889,73.657745,74.162739,74.520869,74.619158,74.242164,73.498488,72.420512
IIASA-WiC POP 2025,SSP5,1,Micronesia,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.114689,0.111415,0.106769,0.100919,0.09455,0.087983,0.081409,0.074994,0.06949,0.064691,0.060526,0.056859,0.053654,0.050829,0.048427,0.04644
