,1_a_AGRICULT,2_a_COAL,3_a_OIL,4_a_GAS,5_a_MINING,6_a_FOODPRO,7_a_TEXTILES,8_a_WOODPRO,9_a_PAPERPRO,10_a_PETROLCOAL,11_a_CHEMICAL,12_a_NONMET,13_a_IRONSTL,14_a_NONFERR,15_a_MACHINE,16_a_TRANSEQ,17_a_OTHERIND,18_a_TnD ,19_a_eNuclear,20_a_eCoal,21_a_eGas,22_a_eOil,23_a_eWind,24_a_eSolar,25_a_eHydro,26_a_eOther,27_a_CONSTRUC,28_a_LTRP,29_a_WTRP,30_a_ATRP,31_a_SER,32_c_AGRICULT,33_c_COAL,34_c_OIL,35_c_GAS,36_c_MINING,37_c_FOODPRO,38_c_TEXTILES,39_c_WOODPRO,40_c_PAPERPRO,41_c_PETROLCOAL,42_c_CHEMICAL,43_c_NONMET,44_c_IRONSTL,45_c_NONFERR,46_c_MACHINE,47_c_TRANSEQ,48_c_OTHERIND,49_c_ELEC,50_c_CONSTRUC,51_c_LTRP,52_c_WTRP,53_c_ATRP,54_c_SER,55_Land,56_UnSkLab,57_SkLab,58_Capital,59_NatRes,60_tmm_r_01KOR,61_tmm_r_02CHN,62_tmm_r_03JPN,63_tmm_r_04RUS,64_tmm_r_05MNG,65_tmm_r_06PRK,66_tmm_r_07NAM,67_tmm_r_08LAM,68_tmm_r_09WEU,69_tmm_r_10EEU,70_tmm_r_11RFSU,71_tmm_r_12MEA,72_tmm_r_13AFR,73_tmm_r_14RCPA,74_tmm_r_15SAS,75_tmm_r_16RPAS,76_tmm_r_17RPAO,77_tee_r_01KOR,78_tee_r_02CHN,79_tee_r_03JPN,80_tee_r_04RUS,81_tee_r_05MNG,82_tee_r_06PRK,83_tee_r_07NAM,84_tee_r_08LAM,85_tee_r_09WEU,86_tee_r_10EEU,87_tee_r_11RFSU,88_tee_r_12MEA,89_tee_r_13AFR,90_tee_r_14RCPA,91_tee_r_15SAS,92_tee_r_16RPAS,93_tee_r_17RPAO,94_tf_Land,95_tf_UnSkLab,96_tf_SkLab,97_tf_Capital,98_tf_NatRes,99_M1c20__R1r,100_M2c21__R1r,101_M3c22__R1r,102_M1c20__R2r,103_M2c21__R2r,104_M3c22__R2r,105_M1c20__R3r,106_M2c21__R3r,107_M3c22__R3r,108_M1c20__R4r,109_M2c21__R4r,110_M3c22__R4r,111_M1c20__R5r,112_M2c21__R5r,113_M3c22__R5r,114_M1c20__R6r,115_M2c21__R6r,116_M3c22__R6r,117_M1c20__R7r,118_M2c21__R7r,119_M3c22__R7r,120_M1c20__R8r,121_M2c21__R8r,122_M3c22__R8r,123_M1c20__R9r,124_M2c21__R9r,125_M3c22__R9r,126_M1c20__R10r,127_M2c21__R10r,128_M3c22__R10r,129_M1c20__R11r,130_M2c21__R11r,131_M3c22__R11r,132_M1c20__R12r,133_M2c21__R12r,134_M3c22__R12r,135_M1c20__R13r,136_M2c21__R13r,137_M3c22__R13r,138_M1c20__R14r,139_M2c21__R14r,140_M3c22__R14r,141_M1c20__R15r,142_M2c21__R15r,143_M3c22__R15r,144_M1c20__R16r,145_M2c21__R16r,146_M3c22__R16r,147_M1c20__R17r,148_M2c21__R17r,149_M3c22__R17r,150_M1c20_L_pvst,151_M2c21_W_pvst,152_M3c22_A_pvst,153_ww_r_01KOR,154_ww_r_02CHN,155_ww_r_03JPN,156_ww_r_04RUS,157_ww_r_05MNG,158_ww_r_06PRK,159_ww_r_07NAM,160_ww_r_08LAM,161_ww_r_09WEU,162_ww_r_10EEU,163_ww_r_11RFSU,164_ww_r_12MEA,165_ww_r_13AFR,166_ww_r_14RCPA,167_ww_r_15SAS,168_ww_r_16RPAS,169_ww_r_17RPAO,170_PRIV,171_PRODTAX,172_DIRTAX,173_GOVT,174_CGDS,175_TOT
33_c_COAL,0.179997,0.220174,0.597635,0.855798,3.944787,46.15043,8.573318,1.423436,15.28068,6.333798,16.04102,59.2441,17.73661,4.718733,9.438496,0.17905,11.63952,0.188259,0.626879,6.53463,0.795819,0.778727,0.626878,0.626725,0.265835,0.627133,6.628399,22.30388,3.177149,3.857983,473.1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993371,179.958,0.993371,0.993371,0.993371,0,0.993371,0.993371,0.993371,0.993371,0.993371,0.993371,0.993371,0.993371,0.993371,0.993371,0.993371,1.708039,0,0,2.049099,2.120836,923.5019
34_c_OIL,0.025561,0.012437,0.084871,0.121533,0.076058,0.35075,0.220386,0.202144,0.175635,47.32666,0.129574,0.186814,0.133858,0.107746,0.095801,0.02542,0.150109,0.026734,0.089024,0.1,0.113016,0.110588,0.089024,0.089002,0.037751,0.08906,0.208342,3.167391,0.451189,0.547874,9.885006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141069,0.022341,0.141069,0.141069,0.141069,0,0.141069,0.141069,0.141069,0.141069,0.141069,0.141069,0.141069,0.141069,0.141069,0.141069,0.141069,0.24256,0,0,0.290996,0.301183,67.40248
35_c_GAS,0.010183,0.00496,0.374404,0.04842,0.028674,0.139743,0.087804,0.080536,0.069975,0.358359,0.051624,0.074429,0.05333,0.042927,0.038168,0.010114,0.059805,0.010649,0.035468,0.1,2.696931,0.04406,0.035468,0.035459,0.015039,0.035483,0.083006,0.174296,0.179759,0.218279,1.009909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056204,0.008901,0.056204,0.056204,0.056204,0,0.056204,0.056204,0.056204,0.056204,0.056204,0.056204,0.056204,0.056204,0.056204,0.056204,0.056204,0.752499,0,0,0.115936,0.119995,8.047648
36_c_MINING,0.030636,1.164701,0.101718,0.145657,465.9243,0.197459,0.264132,0.242269,0.83768,0.159162,1.136497,53.2073,0.746952,6.123041,1.408557,0.045977,0.768024,0.032042,0.106695,0.1,0.135449,0.13254,0.106695,0.106669,0.045245,0.106739,578.8885,3.51346,1.75143,1.48696,124.9895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169072,68.96928,0.169072,0.169072,0.169072,0,0.169072,0.169072,0.169072,0.169072,0.169072,0.169072,0.169072,0.169072,0.169072,0.169072,0.169072,8.225031,0,0,1.326206,4.20924,1329.272
37_c_FOODPRO,1.16131,0.135454,0.036185,0.051817,0.419681,45.48748,0.118664,0.086186,0.074884,0.056621,0.143666,0.223733,0.027559,0.045939,0.033466,0.010822,0.064001,0.011395,0.037956,0.1,0.048185,0.04715,0.037956,0.037947,0.016094,0.037972,2.935043,0.106058,0.184618,0.211234,461.3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060146,0.997308,0.060146,0.060146,0.060146,0,0.060146,0.060146,0.060146,0.060146,0.060146,0.060146,0.060146,0.060146,0.060146,0.060146,0.060146,1464.853,0,0,1.590662,1.732463,1983.444
38_c_TEXTILES,0.013321,0.035409,0.032481,0.046511,0.20791,5.134953,82.06596,0.169409,0.21564,0.050824,0.152591,0.053806,0.024737,0.041235,0.055715,0.009709,0.184057,0.010228,0.03407,0.1,0.043252,0.042323,0.03407,0.034062,0.014446,0.034084,4.274806,0.52391,0.763243,0.358287,46.47362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053988,35.45031,0.053988,0.053988,0.053988,0,0.053988,0.053988,0.053988,0.053988,0.053988,0.053988,0.053988,0.053988,0.053988,0.053988,0.053988,1344.131,0,0,2.161481,4.146836,1527.934
39_c_WOODPRO,0.010771,0.012692,0.03577,0.051221,0.071667,0.329891,0.514743,5.772324,0.230067,0.05597,0.045133,0.039712,0.027242,0.045411,0.072818,0.010697,0.629329,0.015375,0.03752,0.1,0.047632,0.046609,0.03752,0.037511,0.015909,0.037535,29.8329,0.104839,0.078678,0.088369,7.002646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059455,0.009416,0.059455,0.059455,0.059455,0,0.059455,0.059455,0.059455,0.059455,0.059455,0.059455,0.059455,0.059455,0.059455,0.059455,0.059455,49.59393,0,0,0.616921,17.02832,113.5789
40_c_PAPERPRO,0.011849,0.007096,0.039347,0.056343,0.033366,11.27484,4.682325,0.619635,11.11464,0.061567,0.816185,0.153615,0.029966,0.049952,0.305378,0.011772,0.568641,0.012392,0.041272,0.1,0.052394,0.051269,0.041272,0.041262,0.0175,0.041289,1.122213,0.84355,0.324423,0.529058,159.8688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654,1.708978,0.0654,0.0654,0.0654,0,0.0654,0.0654,0.0654,0.0654,0.0654,0.0654,0.0654,0.0654,0.0654,0.0654,0.0654,24.36385,0,0,0.134907,1.43356,221.5455
41_c_PETROLCOAL,0.013315,0.016698,0.044211,0.063309,0.660331,0.841821,0.241967,0.105301,0.270842,6.561677,0.430465,0.353828,0.823479,0.121817,0.156222,0.013232,0.223447,0.013925,0.046375,0.1,3.0409,15.60892,0.046375,0.046363,0.019665,0.185111,1.920013,106.1037,15.18549,18.46295,24.23305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073486,0.011638,0.073486,0.073486,0.073486,0,0.073486,0.073486,0.073486,0.073486,0.073486,0.073486,0.073486,0.073486,0.073486,0.073486,0.073486,69.02816,0,0,0.151587,0.156894,266.4053
42_c_CHEMICAL,1.161799,2.80742,0.063598,0.091071,3.591428,23.44087,26.03119,1.59595,5.751823,0.099515,9.087701,0.756308,0.140854,0.08074,2.050634,0.04672,1.430538,0.034014,0.066711,0.1,0.084688,0.08287,0.066711,0.066694,0.031071,0.066738,98.6143,25.87912,1.669027,2.13605,263.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105711,13.69784,0.105711,0.105711,0.105711,0,0.105711,0.105711,0.105711,0.105711,0.105711,0.105711,0.105711,0.105711,0.105711,0.105711,0.105711,273.1284,0,0,14.66674,30.19386,803.5147
43_c_NONMET,0.016461,0.190083,0.054657,0.078268,1.055017,12.30934,0.14193,1.555562,0.113109,0.085524,0.401039,8.709548,0.064418,0.069389,0.231921,0.02158,0.136227,0.017216,0.057332,0.1,0.072782,0.071219,0.057332,0.057318,0.024311,0.057355,344.0585,0.786891,0.285726,0.42039,34.15058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090849,0.030214,0.090849,0.090849,0.090849,0,0.090849,0.090849,0.090849,0.090849,0.090849,0.090849,0.090849,0.090849,0.090849,0.090849,0.090849,16.77792,0,0,0.469569,6.797721,430.8892
44_c_IRONSTL,0.036118,1.816046,0.053232,0.062593,1.149126,0.19212,0.113505,0.10411,0.090457,0.068396,0.033366,0.282203,0.265233,0.055492,3.947918,0.062782,0.245571,0.033216,0.04585,0.1,0.058206,0.056956,0.04585,0.045839,0.030148,0.045869,70.67669,3.497843,0.936782,0.107987,9.481764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072651,39.04217,0.072651,0.072651,0.072651,0,0.072651,0.072651,0.072651,0.072651,0.072651,0.072651,0.072651,0.072651,0.072651,0.072651,0.072651,0.526423,0,0,0.338995,0.155118,134.8937
45_c_NONFERR,0.012415,0.006041,0.041223,0.05903,0.558542,0.146074,0.107044,0.098184,0.085307,0.064503,0.05885,0.036469,0.031395,0.056773,0.47243,0.018435,0.157374,0.012983,0.04324,0.1,0.054893,0.053714,0.04324,0.043229,0.018335,0.043258,8.237721,0.120822,0.090672,0.101841,10.0968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068519,0.010851,0.068519,0.068519,0.068519,0,0.068519,0.068519,0.068519,0.068519,0.068519,0.068519,0.068519,0.068519,0.068519,0.068519,0.068519,6.796277,0,0,0.14134,2.487075,31.53416
46_c_MACHINE,0.045868,0.240255,0.029324,0.041991,0.627816,21.14385,1.531702,0.483214,0.613994,0.045884,0.582592,0.266966,0.331542,0.037227,4.717626,0.11097,0.671846,0.021073,0.030759,0.1,0.039048,0.038209,0.030759,0.030751,0.019296,0.03077,158.2628,4.075233,1.131026,0.554463,114.9669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048741,58.58999,0.048741,0.048741,0.048741,0,0.048741,0.048741,0.048741,0.048741,0.048741,0.048741,0.048741,0.048741,0.048741,0.048741,0.048741,157.0033,0,0,7.751689,201.808,736.7379
47_c_TRANSEQ,0.113322,0.715117,0.061167,0.08759,0.545282,0.708447,0.158834,0.145687,0.126581,0.095711,0.037595,0.054113,0.052937,0.077654,0.170944,0.833206,0.108185,0.019267,0.064161,0.1,0.081451,0.079702,0.064161,0.064145,0.027208,0.064187,5.529464,40.63882,7.279667,15.73507,140.9891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10167,0.016101,0.10167,0.10167,0.10167,0,0.10167,0.10167,0.10167,0.10167,0.10167,0.10167,0.10167,0.10167,0.10167,0.10167,0.10167,41.50356,0,0,19.56865,225.8164,503.2585
48_c_OTHERIND,0.12225,0.111773,0.044295,0.063429,0.253428,0.372958,2.691802,0.105501,0.173585,0.06931,0.050299,0.039187,0.033735,0.056234,0.143015,0.013257,3.29154,0.015568,0.046463,0.1,0.058984,0.057717,0.046463,0.046451,0.019702,0.046481,10.81277,1.267293,0.624472,1.230455,119.1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073625,16.05825,0.073625,0.073625,0.073625,0,0.073625,0.073625,0.073625,0.073625,0.073625,0.073625,0.073625,0.073625,0.073625,0.073625,0.073625,202.7102,0,0,2.961588,52.65994,416.6074
49_c_ELEC,0.028806,0.017384,0.095642,0.136957,5.997073,17.05607,8.123488,2.255558,7.103957,1.013628,6.220815,3.77554,5.4315,5.752564,5.344694,0.394407,4.120737,2.282609,0.100323,1.48829,0.191067,1.395556,0.100323,0.100298,3.398727,0.100363,6.097386,7.919991,1.037146,1.217299,611.6245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158973,50.35319,0.158973,0.158973,0.158973,0,0.158973,0.158973,0.158973,0.158973,0.158973,0.158973,0.158973,0.158973,0.158973,0.158973,0.158973,85.56097,0,0,0.327927,0.339407,848.8888
50_c_CONSTRUC,0.067068,1.183676,0.034036,0.048739,6.978709,0.800233,2.087032,0.17067,0.298158,0.053258,0.094543,0.153717,0.111973,0.075786,0.13169,0.010176,0.126209,0.055593,0.035702,0.1,0.045323,0.04435,0.035702,0.035693,0.050063,0.035716,170.3293,2.759192,0.466532,0.226429,145.5427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056574,1.930965,0.056574,0.056574,0.056574,0,0.056574,0.056574,0.056574,0.056574,0.056574,0.056574,0.056574,0.056574,0.056574,0.056574,0.056574,2.247962,0,0,51.68594,3363.929,3752.83
51_c_LTRP,1.241468,3.700115,0.036727,0.052592,12.46049,17.19429,23.60656,5.045731,7.669142,0.174522,2.148507,3.461697,0.386239,0.26115,2.270895,0.104757,1.735339,0.125172,0.038525,0.1,0.048906,0.066679,0.038524,0.038515,0.123955,0.03854,107.3625,116.0149,14.54877,8.944566,1339.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.232419,0,0,0.061046,2.083622,0.061046,0.061046,0.061046,0,0.061046,0.061046,0.061046,0.061046,0.061046,0.061046,0.061046,0.061046,0.061046,0.061046,0.061046,371.9703,0,0,32.03509,65.31795,2145.286
52_c_WTRP,0.141024,0.856875,0.054875,0.078579,0.640272,2.078327,2.769502,0.530492,0.688035,0.13886,0.313382,0.521389,0.122003,0.069665,0.341988,0.016431,0.138792,0.017285,0.05756,0.356166,0.073072,0.071503,0.05756,0.057546,0.024408,0.057583,6.693826,52.56999,120.3251,11.71585,114.2881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.61983,0,0.091211,3.113167,0.091211,0.091211,0.091211,0,0.091211,0.091211,0.091211,0.091211,0.091211,0.091211,0.091211,0.091211,0.091211,0.091211,0.091211,25.24507,0,0,16.14361,14.0513,423.4071
53_c_ATRP,0.035305,0.527001,0.049355,0.070675,2.010917,3.561285,8.178485,0.80933,0.430513,0.077227,0.559957,0.248721,0.101681,0.062658,0.629339,0.031129,0.270573,0.015546,0.05177,0.1,0.065722,0.06431,0.05177,0.051757,0.021953,0.051791,6.986336,24.5798,7.748484,7.614495,454.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.97884,0.082036,2.800024,0.082036,0.082036,0.082036,0,0.082036,0.082036,0.082036,0.082036,0.082036,0.082036,0.082036,0.082036,0.082036,0.082036,0.082036,84.9108,0,0,10.65995,30.60014,676.3262
54_c_SER,10.02146,7.066498,0.186336,0.050851,35.1035,107.3946,152.8784,16.04455,23.23874,0.548657,9.449945,7.286611,1.557735,1.02522,12.23602,0.608482,7.190283,0.620354,0.037249,0.4967,0.047288,0.251628,0.037249,0.03724,0.46746,0.037264,552.9781,1337.475,132.1413,511.4936,8034.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059026,2.014651,0.059026,0.059026,0.059026,0,0.059026,0.059026,0.059026,0.059026,0.059026,0.059026,0.059026,0.059026,0.059026,0.059026,0.059026,3048.114,0,0,2787.691,1482.611,18283.8
55_Land,2591.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2591.679
56_UnSkLab,338.8221,86.14604,0.205442,0.205442,146.9954,155.501,139.8806,13.95955,27.56844,3.949022,154.07,85.64183,23.72446,4.359018,264.6805,251.5506,8.35063,50.08382,0.384712,80.50929,0.384712,3.833024,0.384712,0.384712,14.74288,0.444815,671.9695,84.75638,11.83462,14.28228,1568.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4207.608
